filenames,true_labels,predict_labels,confianzas,probs
10013.jpg,0,1,0.8171129822731018,0.8171129822731018
10018.jpg,0,1,0.9722273349761963,0.9722273349761963
10022.jpg,0,1,0.9109979867935181,0.9109979867935181
10035.jpg,0,1,0.5420709252357483,0.5420709252357483
10037.jpg,0,1,0.9914811849594116,0.9914811849594116
1004.jpg,0,1,0.9321041107177734,0.9321041107177734
10051.jpg,0,1,0.6881060004234314,0.6881060004234314
10058.jpg,0,1,0.5810134410858154,0.5810134410858154
10064.jpg,0,0,0.5456518530845642,0.4543481469154358
10066.jpg,0,1,0.7319120168685913,0.7319120168685913
10087.jpg,0,1,0.5141819715499878,0.5141819715499878
10089.jpg,0,1,0.9722297191619873,0.9722297191619873
10093.jpg,0,1,0.7033770084381104,0.7033770084381104
10098.jpg,0,1,0.6117859482765198,0.6117859482765198
10110.jpg,0,0,0.5070356726646423,0.49296432733535767
10118.jpg,0,1,0.569355309009552,0.569355309009552
10121.jpg,0,1,0.9849811792373657,0.9849811792373657
10135.jpg,0,1,0.6237155199050903,0.6237155199050903
10137.jpg,0,1,0.9927031993865967,0.9927031993865967
10140.jpg,0,1,0.8446058034896851,0.8446058034896851
10158.jpg,0,1,0.8312883377075195,0.8312883377075195
10166.jpg,0,1,0.9930239915847778,0.9930239915847778
10167.jpg,0,1,0.7814803123474121,0.7814803123474121
10168.jpg,0,0,0.5190128087997437,0.48098719120025635
10176.jpg,0,1,0.7430755496025085,0.7430755496025085
10181.jpg,0,1,0.598919689655304,0.598919689655304
1018.jpg,0,1,0.8989328145980835,0.8989328145980835
10194.jpg,0,1,0.9970495700836182,0.9970495700836182
10197.jpg,0,1,0.698551595211029,0.698551595211029
10209.jpg,0,1,0.8721569776535034,0.8721569776535034
10214.jpg,0,1,0.9047237634658813,0.9047237634658813
10220.jpg,0,1,0.5411710739135742,0.5411710739135742
10228.jpg,0,1,0.8085685968399048,0.8085685968399048
10251.jpg,0,0,0.5437807440757751,0.45621925592422485
10262.jpg,0,1,0.9199540019035339,0.9199540019035339
1026.jpg,0,1,0.9409634470939636,0.9409634470939636
10270.jpg,0,1,0.8246706128120422,0.8246706128120422
10271.jpg,0,1,0.9800480008125305,0.9800480008125305
10276.jpg,0,1,0.9329167008399963,0.9329167008399963
10279.jpg,0,1,0.5850349068641663,0.5850349068641663
10281.jpg,0,0,0.546750545501709,0.453249454498291
10282.jpg,0,1,0.9968197345733643,0.9968197345733643
1028.jpg,0,1,0.7691669464111328,0.7691669464111328
10290.jpg,0,1,0.5763095021247864,0.5763095021247864
10293.jpg,0,1,0.6109497547149658,0.6109497547149658
10301.jpg,0,1,0.5638653039932251,0.5638653039932251
10302.jpg,0,1,0.6987698674201965,0.6987698674201965
10306.jpg,0,1,0.7909730076789856,0.7909730076789856
1031.jpg,0,1,0.9273561835289001,0.9273561835289001
10320.jpg,0,1,0.9862298965454102,0.9862298965454102
10325.jpg,0,1,0.9715598225593567,0.9715598225593567
10396.jpg,0,1,0.7006207704544067,0.7006207704544067
10413.jpg,0,0,0.5351159572601318,0.46488404273986816
10427.jpg,0,1,0.6278771162033081,0.6278771162033081
10432.jpg,0,1,0.5238256454467773,0.5238256454467773
10434.jpg,0,0,0.5197156667709351,0.48028433322906494
10439.jpg,0,1,0.9897286891937256,0.9897286891937256
1043.jpg,0,1,0.7490878701210022,0.7490878701210022
10444.jpg,0,1,0.8507397770881653,0.8507397770881653
10447.jpg,0,1,0.5329294204711914,0.5329294204711914
1044.jpg,0,1,0.7061164975166321,0.7061164975166321
10460.jpg,0,1,0.6035987734794617,0.6035987734794617
10469.jpg,0,1,0.7510925531387329,0.7510925531387329
1046.jpg,0,1,0.6765120029449463,0.6765120029449463
10475.jpg,0,1,0.6119223833084106,0.6119223833084106
10476.jpg,0,1,0.9092382192611694,0.9092382192611694
10486.jpg,0,1,0.9422629475593567,0.9422629475593567
10488.jpg,0,1,0.8916176557540894,0.8916176557540894
1048.jpg,0,1,0.8698923587799072,0.8698923587799072
10515.jpg,0,1,0.8241331577301025,0.8241331577301025
10521.jpg,0,1,0.8914524912834167,0.8914524912834167
10529.jpg,0,1,0.5795946717262268,0.5795946717262268
10535.jpg,0,1,0.8383455276489258,0.8383455276489258
1054.jpg,0,1,0.8567154407501221,0.8567154407501221
10552.jpg,0,1,0.8997260332107544,0.8997260332107544
1055.jpg,0,1,0.8964119553565979,0.8964119553565979
10568.jpg,0,1,0.8665894269943237,0.8665894269943237
1056.jpg,0,1,0.9699090719223022,0.9699090719223022
10575.jpg,0,1,0.5091241002082825,0.5091241002082825
10578.jpg,0,1,0.7334655523300171,0.7334655523300171
1057.jpg,0,1,0.5254620313644409,0.5254620313644409
10584.jpg,0,1,0.9928033947944641,0.9928033947944641
10587.jpg,0,1,0.9121387600898743,0.9121387600898743
10588.jpg,0,1,0.6546871662139893,0.6546871662139893
10593.jpg,0,1,0.9218133091926575,0.9218133091926575
10594.jpg,0,1,0.7632989883422852,0.7632989883422852
105.jpg,0,1,0.9472842812538147,0.9472842812538147
10605.jpg,0,1,0.9894168972969055,0.9894168972969055
10609.jpg,0,1,0.9616896510124207,0.9616896510124207
10610.jpg,0,1,0.632662832736969,0.632662832736969
10612.jpg,0,1,0.6482646465301514,0.6482646465301514
10620.jpg,0,1,0.9886816740036011,0.9886816740036011
10624.jpg,0,1,0.879875659942627,0.879875659942627
10628.jpg,0,1,0.8407377600669861,0.8407377600669861
10633.jpg,0,1,0.8844165802001953,0.8844165802001953
10636.jpg,0,1,0.9425013661384583,0.9425013661384583
10651.jpg,0,1,0.9116700291633606,0.9116700291633606
10664.jpg,0,1,0.6067554354667664,0.6067554354667664
10667.jpg,0,1,0.6583890318870544,0.6583890318870544
10674.jpg,0,1,0.7900462746620178,0.7900462746620178
1067.jpg,0,1,0.5489652156829834,0.5489652156829834
10689.jpg,0,1,0.8379501104354858,0.8379501104354858
10693.jpg,0,1,0.5124698281288147,0.5124698281288147
10698.jpg,0,1,0.776117205619812,0.776117205619812
10705.jpg,0,1,0.8838257789611816,0.8838257789611816
10716.jpg,0,1,0.850879967212677,0.850879967212677
1072.jpg,0,1,0.769290030002594,0.769290030002594
10734.jpg,0,1,0.6616570949554443,0.6616570949554443
10738.jpg,0,0,0.5452207326889038,0.4547792673110962
10740.jpg,0,1,0.9939901828765869,0.9939901828765869
10753.jpg,0,1,0.642979621887207,0.642979621887207
10758.jpg,0,1,0.533724844455719,0.533724844455719
10762.jpg,0,1,0.9704186916351318,0.9704186916351318
10768.jpg,0,1,0.9799638390541077,0.9799638390541077
10769.jpg,0,1,0.8591832518577576,0.8591832518577576
10775.jpg,0,1,0.8035110831260681,0.8035110831260681
10778.jpg,0,1,0.877839982509613,0.877839982509613
10784.jpg,0,1,0.8059114217758179,0.8059114217758179
10787.jpg,0,1,0.9590263366699219,0.9590263366699219
10789.jpg,0,1,0.6492093205451965,0.6492093205451965
1078.jpg,0,1,0.9068256616592407,0.9068256616592407
10794.jpg,0,1,0.7787744402885437,0.7787744402885437
1079.jpg,0,1,0.6024758815765381,0.6024758815765381
10807.jpg,0,1,0.9834010004997253,0.9834010004997253
10811.jpg,0,1,0.5626164078712463,0.5626164078712463
10823.jpg,0,1,0.9973106384277344,0.9973106384277344
10827.jpg,0,1,0.6159326434135437,0.6159326434135437
10831.jpg,0,1,0.8921241760253906,0.8921241760253906
10833.jpg,0,1,0.5984298586845398,0.5984298586845398
10839.jpg,0,1,0.8616406917572021,0.8616406917572021
10862.jpg,0,1,0.9711413383483887,0.9711413383483887
10872.jpg,0,1,0.6356692910194397,0.6356692910194397
10878.jpg,0,1,0.8092876672744751,0.8092876672744751
10880.jpg,0,0,0.5208888053894043,0.4791111946105957
10890.jpg,0,1,0.9403395056724548,0.9403395056724548
10891.jpg,0,1,0.7584148049354553,0.7584148049354553
10898.jpg,0,1,0.9900919198989868,0.9900919198989868
10899.jpg,0,1,0.9821946024894714,0.9821946024894714
10903.jpg,0,1,0.6496906280517578,0.6496906280517578
10904.jpg,0,1,0.8422022461891174,0.8422022461891174
10908.jpg,0,1,0.9539620280265808,0.9539620280265808
10912.jpg,0,1,0.7216194272041321,0.7216194272041321
1091.jpg,0,1,0.9154391884803772,0.9154391884803772
10920.jpg,0,1,0.9419929385185242,0.9419929385185242
10930.jpg,0,1,0.9853718876838684,0.9853718876838684
10932.jpg,0,1,0.7675821185112,0.7675821185112
10940.jpg,0,1,0.5272768139839172,0.5272768139839172
10946.jpg,0,1,0.7030609250068665,0.7030609250068665
1094.jpg,0,1,0.524185299873352,0.524185299873352
10954.jpg,0,1,0.8763241171836853,0.8763241171836853
10966.jpg,0,1,0.8702935576438904,0.8702935576438904
10967.jpg,0,1,0.8254322409629822,0.8254322409629822
10969.jpg,0,1,0.8271647691726685,0.8271647691726685
1096.jpg,0,1,0.9823406934738159,0.9823406934738159
10975.jpg,0,1,0.5236319899559021,0.5236319899559021
10976.jpg,0,1,0.7017723321914673,0.7017723321914673
10979.jpg,0,1,0.9653947949409485,0.9653947949409485
10982.jpg,0,1,0.5915481448173523,0.5915481448173523
10984.jpg,0,1,0.5090433955192566,0.5090433955192566
10989.jpg,0,1,0.9820696115493774,0.9820696115493774
10998.jpg,0,1,0.9061306715011597,0.9061306715011597
11004.jpg,0,1,0.9643014669418335,0.9643014669418335
11011.jpg,0,1,0.9736146330833435,0.9736146330833435
11016.jpg,0,1,0.5043859481811523,0.5043859481811523
11018.jpg,0,1,0.9393796920776367,0.9393796920776367
11020.jpg,0,0,0.5210773944854736,0.47892260551452637
11022.jpg,0,1,0.8100395202636719,0.8100395202636719
11023.jpg,0,1,0.5087519288063049,0.5087519288063049
11028.jpg,0,1,0.9378669261932373,0.9378669261932373
11034.jpg,0,1,0.7517316341400146,0.7517316341400146
11045.jpg,0,1,0.7765033841133118,0.7765033841133118
1104.jpg,0,1,0.5300840139389038,0.5300840139389038
11054.jpg,0,1,0.5596585869789124,0.5596585869789124
11059.jpg,0,1,0.6517818570137024,0.6517818570137024
11063.jpg,0,1,0.887751579284668,0.887751579284668
11073.jpg,0,1,0.996740996837616,0.996740996837616
11077.jpg,0,1,0.6847875714302063,0.6847875714302063
11079.jpg,0,1,0.5841519832611084,0.5841519832611084
11081.jpg,0,1,0.9731906056404114,0.9731906056404114
11093.jpg,0,1,0.9048768281936646,0.9048768281936646
11094.jpg,0,1,0.8972377777099609,0.8972377777099609
11107.jpg,0,0,0.5343571305274963,0.46564286947250366
11108.jpg,0,1,0.6890928149223328,0.6890928149223328
11129.jpg,0,1,0.5714461803436279,0.5714461803436279
11139.jpg,0,1,0.7201434969902039,0.7201434969902039
1113.jpg,0,1,0.6627443432807922,0.6627443432807922
11149.jpg,0,1,0.5579006671905518,0.5579006671905518
1115.jpg,0,1,0.569747269153595,0.569747269153595
11163.jpg,0,1,0.9416622519493103,0.9416622519493103
11167.jpg,0,1,0.9054112434387207,0.9054112434387207
11168.jpg,0,1,0.8960367441177368,0.8960367441177368
11175.jpg,0,1,0.7549840211868286,0.7549840211868286
11188.jpg,0,1,0.9084891080856323,0.9084891080856323
11192.jpg,0,1,0.6755988001823425,0.6755988001823425
11194.jpg,0,1,0.8825721144676208,0.8825721144676208
11199.jpg,0,1,0.7782431840896606,0.7782431840896606
111.jpg,0,1,0.6816202402114868,0.6816202402114868
11215.jpg,0,1,0.9156606197357178,0.9156606197357178
11222.jpg,0,1,0.8985759615898132,0.8985759615898132
11229.jpg,0,1,0.5718968510627747,0.5718968510627747
11240.jpg,0,1,0.9228600859642029,0.9228600859642029
11245.jpg,0,1,0.5497711300849915,0.5497711300849915
11255.jpg,0,1,0.675724446773529,0.675724446773529
11258.jpg,0,1,0.9793295860290527,0.9793295860290527
11260.jpg,0,1,0.6999347805976868,0.6999347805976868
11267.jpg,0,1,0.9180889129638672,0.9180889129638672
11269.jpg,0,1,0.637014627456665,0.637014627456665
11272.jpg,0,1,0.8769237399101257,0.8769237399101257
11282.jpg,0,1,0.8338388204574585,0.8338388204574585
11288.jpg,0,1,0.989547073841095,0.989547073841095
11296.jpg,0,1,0.5457776784896851,0.5457776784896851
11297.jpg,0,1,0.9976836442947388,0.9976836442947388
11323.jpg,0,1,0.9247885346412659,0.9247885346412659
11324.jpg,0,1,0.9624814391136169,0.9624814391136169
11327.jpg,0,1,0.7152153253555298,0.7152153253555298
11328.jpg,0,1,0.7682914137840271,0.7682914137840271
11348.jpg,0,1,0.979792594909668,0.979792594909668
11365.jpg,0,1,0.9924986958503723,0.9924986958503723
11367.jpg,0,0,0.5166486501693726,0.48335134983062744
11368.jpg,0,1,0.7597620487213135,0.7597620487213135
11373.jpg,0,1,0.7277577519416809,0.7277577519416809
11374.jpg,0,1,0.5046550631523132,0.5046550631523132
11378.jpg,0,1,0.5296775102615356,0.5296775102615356
11395.jpg,0,1,0.6905227303504944,0.6905227303504944
11399.jpg,0,1,0.9903444647789001,0.9903444647789001
113.jpg,0,1,0.7509829998016357,0.7509829998016357
11401.jpg,0,1,0.9634611010551453,0.9634611010551453
11405.jpg,0,1,0.6004624366760254,0.6004624366760254
11411.jpg,0,1,0.9475705623626709,0.9475705623626709
11416.jpg,0,1,0.9506327509880066,0.9506327509880066
11419.jpg,0,1,0.9650248885154724,0.9650248885154724
11422.jpg,0,1,0.7156935334205627,0.7156935334205627
11424.jpg,0,1,0.873380184173584,0.873380184173584
11432.jpg,0,1,0.9605008363723755,0.9605008363723755
11434.jpg,0,1,0.9663169384002686,0.9663169384002686
11435.jpg,0,1,0.9541118741035461,0.9541118741035461
11436.jpg,0,1,0.5662792325019836,0.5662792325019836
11441.jpg,0,1,0.776530921459198,0.776530921459198
11445.jpg,0,1,0.697503924369812,0.697503924369812
11457.jpg,0,1,0.9666997790336609,0.9666997790336609
1146.jpg,0,1,0.7969645261764526,0.7969645261764526
11470.jpg,0,1,0.8628559708595276,0.8628559708595276
11480.jpg,0,1,0.8686151504516602,0.8686151504516602
11484.jpg,0,1,0.9656124114990234,0.9656124114990234
11486.jpg,0,0,0.5266070365905762,0.47339296340942383
11491.jpg,0,1,0.9217245578765869,0.9217245578765869
11493.jpg,0,1,0.5204852819442749,0.5204852819442749
1149.jpg,0,1,0.5214571356773376,0.5214571356773376
114.jpg,0,0,0.5494683980941772,0.45053160190582275
11505.jpg,0,1,0.817458987236023,0.817458987236023
11510.jpg,0,1,0.5154830813407898,0.5154830813407898
11515.jpg,0,1,0.9765889644622803,0.9765889644622803
11520.jpg,0,1,0.9550685882568359,0.9550685882568359
11526.jpg,0,1,0.8642520904541016,0.8642520904541016
11532.jpg,0,1,0.8475419878959656,0.8475419878959656
11535.jpg,0,1,0.7023456692695618,0.7023456692695618
11538.jpg,0,1,0.8414733409881592,0.8414733409881592
11539.jpg,0,1,0.9753535389900208,0.9753535389900208
11541.jpg,0,0,0.5354030132293701,0.4645969867706299
11543.jpg,0,1,0.6315946578979492,0.6315946578979492
11544.jpg,0,1,0.9166051149368286,0.9166051149368286
11550.jpg,0,1,0.8286685943603516,0.8286685943603516
11552.jpg,0,1,0.754607081413269,0.754607081413269
11560.jpg,0,1,0.9672781825065613,0.9672781825065613
11567.jpg,0,1,0.8863598704338074,0.8863598704338074
11574.jpg,0,1,0.7584552764892578,0.7584552764892578
11579.jpg,0,1,0.8587459325790405,0.8587459325790405
11585.jpg,0,1,0.7376483082771301,0.7376483082771301
11587.jpg,0,1,0.877090573310852,0.877090573310852
11589.jpg,0,0,0.5354702472686768,0.46452975273132324
11599.jpg,0,1,0.7068526148796082,0.7068526148796082
11601.jpg,0,1,0.8640421628952026,0.8640421628952026
11609.jpg,0,1,0.5836979150772095,0.5836979150772095
11634.jpg,0,1,0.5120301246643066,0.5120301246643066
11637.jpg,0,1,0.9721130132675171,0.9721130132675171
11638.jpg,0,1,0.6735803484916687,0.6735803484916687
11643.jpg,0,1,0.819334089756012,0.819334089756012
11644.jpg,0,1,0.7170239686965942,0.7170239686965942
11647.jpg,0,1,0.5710417032241821,0.5710417032241821
11648.jpg,0,1,0.8865324854850769,0.8865324854850769
11656.jpg,0,1,0.9552455544471741,0.9552455544471741
11657.jpg,0,1,0.6432554125785828,0.6432554125785828
11659.jpg,0,1,0.5924068093299866,0.5924068093299866
11661.jpg,0,1,0.5475667715072632,0.5475667715072632
11664.jpg,0,1,0.5694772601127625,0.5694772601127625
11674.jpg,0,1,0.8022517561912537,0.8022517561912537
1167.jpg,0,1,0.6223542094230652,0.6223542094230652
11683.jpg,0,1,0.7495608329772949,0.7495608329772949
116.jpg,0,1,0.7930821776390076,0.7930821776390076
11717.jpg,0,0,0.5100559592247009,0.4899440407752991
11724.jpg,0,1,0.978543221950531,0.978543221950531
11726.jpg,0,1,0.945895254611969,0.945895254611969
11730.jpg,0,1,0.7933437824249268,0.7933437824249268
11732.jpg,0,1,0.6535598039627075,0.6535598039627075
11733.jpg,0,0,0.510999858379364,0.489000141620636
11735.jpg,0,1,0.8179996013641357,0.8179996013641357
11739.jpg,0,1,0.8612610101699829,0.8612610101699829
11740.jpg,0,1,0.9620338678359985,0.9620338678359985
11749.jpg,0,1,0.6320517063140869,0.6320517063140869
11757.jpg,0,1,0.8712971806526184,0.8712971806526184
11758.jpg,0,1,0.6577412486076355,0.6577412486076355
11760.jpg,0,1,0.6307769417762756,0.6307769417762756
11765.jpg,0,1,0.9406360983848572,0.9406360983848572
11775.jpg,0,1,0.6297255158424377,0.6297255158424377
11778.jpg,0,0,0.5408073663711548,0.4591926336288452
11793.jpg,0,1,0.5477765202522278,0.5477765202522278
11804.jpg,0,1,0.6569809913635254,0.6569809913635254
11819.jpg,0,1,0.6284798979759216,0.6284798979759216
11820.jpg,0,1,0.9031426906585693,0.9031426906585693
11821.jpg,0,1,0.6787586212158203,0.6787586212158203
1182.jpg,0,1,0.8272535800933838,0.8272535800933838
11839.jpg,0,1,0.9731487035751343,0.9731487035751343
11859.jpg,0,1,0.5148937106132507,0.5148937106132507
11860.jpg,0,1,0.9733821153640747,0.9733821153640747
11862.jpg,0,1,0.9028695821762085,0.9028695821762085
11867.jpg,0,1,0.7645209431648254,0.7645209431648254
1186.jpg,0,1,0.9007042050361633,0.9007042050361633
11870.jpg,0,1,0.5300588011741638,0.5300588011741638
11880.jpg,0,1,0.7886655330657959,0.7886655330657959
11888.jpg,0,1,0.6954339742660522,0.6954339742660522
11891.jpg,0,1,0.7154535055160522,0.7154535055160522
11894.jpg,0,1,0.6226399540901184,0.6226399540901184
11898.jpg,0,1,0.9047406911849976,0.9047406911849976
11900.jpg,0,1,0.9315369129180908,0.9315369129180908
1190.jpg,0,1,0.5011962652206421,0.5011962652206421
11910.jpg,0,1,0.7622212767601013,0.7622212767601013
11917.jpg,0,1,0.749241054058075,0.749241054058075
11922.jpg,0,1,0.7072126865386963,0.7072126865386963
11924.jpg,0,1,0.9793891310691833,0.9793891310691833
11939.jpg,0,1,0.7384713888168335,0.7384713888168335
11968.jpg,0,1,0.7675563097000122,0.7675563097000122
11985.jpg,0,1,0.9267156720161438,0.9267156720161438
11988.jpg,0,1,0.9660394191741943,0.9660394191741943
12005.jpg,0,1,0.9647273421287537,0.9647273421287537
12009.jpg,0,1,0.976239025592804,0.976239025592804
12013.jpg,0,1,0.8460966348648071,0.8460966348648071
12018.jpg,0,1,0.9425480365753174,0.9425480365753174
12019.jpg,0,1,0.895267128944397,0.895267128944397
12028.jpg,0,1,0.5016374588012695,0.5016374588012695
12030.jpg,0,1,0.6782115697860718,0.6782115697860718
12061.jpg,0,1,0.6081125736236572,0.6081125736236572
12062.jpg,0,1,0.8446348309516907,0.8446348309516907
12066.jpg,0,1,0.8886948227882385,0.8886948227882385
12075.jpg,0,1,0.8704206943511963,0.8704206943511963
1208.jpg,0,1,0.8562911152839661,0.8562911152839661
12093.jpg,0,1,0.8736343383789062,0.8736343383789062
12094.jpg,0,1,0.9250980615615845,0.9250980615615845
12096.jpg,0,1,0.8681203722953796,0.8681203722953796
12099.jpg,0,1,0.7760784029960632,0.7760784029960632
12106.jpg,0,0,0.5319706797599792,0.46802932024002075
12111.jpg,0,1,0.9507068991661072,0.9507068991661072
12113.jpg,0,1,0.8124454617500305,0.8124454617500305
1211.jpg,0,1,0.8858879804611206,0.8858879804611206
12125.jpg,0,1,0.8270473480224609,0.8270473480224609
12127.jpg,0,1,0.9828945398330688,0.9828945398330688
12131.jpg,0,1,0.8693501353263855,0.8693501353263855
12136.jpg,0,1,0.9518364667892456,0.9518364667892456
12145.jpg,0,1,0.8341716527938843,0.8341716527938843
12155.jpg,0,1,0.8928953409194946,0.8928953409194946
12161.jpg,0,1,0.5019752979278564,0.5019752979278564
12176.jpg,0,1,0.9696674942970276,0.9696674942970276
12182.jpg,0,1,0.93061363697052,0.93061363697052
12184.jpg,0,1,0.8638834357261658,0.8638834357261658
12188.jpg,0,1,0.9837434887886047,0.9837434887886047
12196.jpg,0,1,0.7749425768852234,0.7749425768852234
12198.jpg,0,1,0.8819158673286438,0.8819158673286438
121.jpg,0,1,0.936872124671936,0.936872124671936
12202.jpg,0,1,0.7197609543800354,0.7197609543800354
12203.jpg,0,1,0.8033355474472046,0.8033355474472046
12204.jpg,0,1,0.7430317401885986,0.7430317401885986
12214.jpg,0,1,0.5816625952720642,0.5816625952720642
12215.jpg,0,1,0.9380418658256531,0.9380418658256531
12216.jpg,0,1,0.8256097435951233,0.8256097435951233
12222.jpg,0,1,0.9419446587562561,0.9419446587562561
12227.jpg,0,1,0.7432463765144348,0.7432463765144348
1222.jpg,0,1,0.9417895674705505,0.9417895674705505
12230.jpg,0,1,0.5616692900657654,0.5616692900657654
12234.jpg,0,1,0.5569647550582886,0.5569647550582886
12237.jpg,0,1,0.6022963523864746,0.6022963523864746
12241.jpg,0,1,0.765171468257904,0.765171468257904
12242.jpg,0,0,0.5067951083183289,0.49320489168167114
12244.jpg,0,1,0.9327260851860046,0.9327260851860046
12246.jpg,0,0,0.5367681384086609,0.4632318615913391
12249.jpg,0,1,0.5293170213699341,0.5293170213699341
12252.jpg,0,1,0.9095576405525208,0.9095576405525208
12254.jpg,0,1,0.907767117023468,0.907767117023468
12255.jpg,0,1,0.9942454695701599,0.9942454695701599
12258.jpg,0,1,0.7163906097412109,0.7163906097412109
12260.jpg,0,1,0.5750409364700317,0.5750409364700317
12264.jpg,0,1,0.5311817526817322,0.5311817526817322
12270.jpg,0,1,0.8958935737609863,0.8958935737609863
12291.jpg,0,1,0.5734178423881531,0.5734178423881531
12293.jpg,0,1,0.7208126187324524,0.7208126187324524
12298.jpg,0,0,0.5039098262786865,0.4960901737213135
12300.jpg,0,1,0.9174257516860962,0.9174257516860962
12307.jpg,0,1,0.9555913209915161,0.9555913209915161
12315.jpg,0,1,0.8633058071136475,0.8633058071136475
12319.jpg,0,1,0.958462119102478,0.958462119102478
12323.jpg,0,1,0.7664085030555725,0.7664085030555725
12326.jpg,0,1,0.9948943853378296,0.9948943853378296
12339.jpg,0,0,0.5448079705238342,0.45519202947616577
1233.jpg,0,1,0.6883512139320374,0.6883512139320374
12342.jpg,0,1,0.674461841583252,0.674461841583252
12359.jpg,0,1,0.9967254400253296,0.9967254400253296
12365.jpg,0,1,0.971903383731842,0.971903383731842
12377.jpg,0,1,0.611482560634613,0.611482560634613
12378.jpg,0,1,0.7968240976333618,0.7968240976333618
12393.jpg,0,1,0.7265095114707947,0.7265095114707947
12397.jpg,0,0,0.5204747319221497,0.47952526807785034
12403.jpg,0,1,0.67933589220047,0.67933589220047
12426.jpg,0,1,0.7715839743614197,0.7715839743614197
12436.jpg,0,1,0.6479300260543823,0.6479300260543823
12441.jpg,0,1,0.705714762210846,0.705714762210846
12459.jpg,0,1,0.964888334274292,0.964888334274292
12466.jpg,0,1,0.973168671131134,0.973168671131134
12493.jpg,0,1,0.6384166479110718,0.6384166479110718
12495.jpg,0,1,0.791448175907135,0.791448175907135
12499.jpg,0,1,0.9983822107315063,0.9983822107315063
1250.jpg,0,1,0.9986701011657715,0.9986701011657715
1252.jpg,0,1,0.7102552056312561,0.7102552056312561
1269.jpg,0,1,0.6596702337265015,0.6596702337265015
1271.jpg,0,1,0.5458488464355469,0.5458488464355469
1273.jpg,0,0,0.5012725591659546,0.4987274408340454
1276.jpg,0,1,0.9729856848716736,0.9729856848716736
1278.jpg,0,1,0.9882251024246216,0.9882251024246216
1279.jpg,0,1,0.5108509063720703,0.5108509063720703
127.jpg,0,1,0.5489014387130737,0.5489014387130737
1280.jpg,0,1,0.9350003600120544,0.9350003600120544
1288.jpg,0,1,0.6487656235694885,0.6487656235694885
1291.jpg,0,1,0.8385791182518005,0.8385791182518005
1293.jpg,0,1,0.746959924697876,0.746959924697876
1294.jpg,0,1,0.6975584030151367,0.6975584030151367
1307.jpg,0,1,0.9748597741127014,0.9748597741127014
1312.jpg,0,1,0.51137375831604,0.51137375831604
1317.jpg,0,1,0.9971911311149597,0.9971911311149597
1331.jpg,0,1,0.9079610705375671,0.9079610705375671
1333.jpg,0,1,0.9185737371444702,0.9185737371444702
1338.jpg,0,1,0.9389379620552063,0.9389379620552063
1343.jpg,0,1,0.9887856245040894,0.9887856245040894
